edificio,ejecucion,nivel,tipo_elemento,seccion,elemento_id_plano,elementTag_FE,nodo_i,nodo_j,u_i_m,v_i_m,z_i_m,u_j_m,v_j_m,z_j_m,N_i_kN,Vy_i_kN,Vz_i_kN,T_i_kNm,My_i_kNm,Mz_i_kNm,N_j_kN,Vy_j_kN,Vz_j_kN,T_j_kNm,My_j_kNm,Mz_j_kNm,N_mx_kN,Vy_mx_kN,Vz_mx_kN,T_mx_kNm,My_mx_kNm,Mz_mx_kNm,M_mx_abs_kNm
I,primera_ejecucion,P1,columna,P. 70x70,col_-0.0_-0.0_P1,3,1,2,-0.0,-0.0,-4.01,-0.0,-0.0,-0.05,141.800325,9.283464,0.318999,-0.000482,-0.441187,10.137107,-141.800325,-9.283464,-0.318999,0.000482,-0.822049,26.62541,141.800325,9.283464,0.318999,0.000482,0.822049,26.62541,26.62541
I,primera_ejecucion,P2,columna,P. 70x70,col_-0.0_-0.0_P2,6,2,5,-0.0,-0.0,-0.05,-0.0,-0.0,3.91,247.211959,11.200821,2.113388,-0.015981,-4.524882,27.611095,-247.211959,-11.200821,-2.113388,0.015981,-3.844136,16.744155,247.211959,11.200821,2.113388,0.015981,4.524882,27.611095,27.611095
I,primera_ejecucion,P3,columna,P. 70x70,col_-0.0_-0.0_P3,8,5,7,-0.0,-0.0,3.91,-0.0,-0.0,7.87,121.313744,-12.765345,3.013052,0.025136,-4.882947,-26.799098,-121.313744,12.765345,-3.013052,-0.025136,-7.04874,-23.751669,121.313744,12.765345,3.013052,0.025136,7.04874,26.799098,26.799098
I,primera_ejecucion,P1,columna,P. 70x70,col_-0.0_8.9_P1,11,9,10,-0.0,8.9,-4.01,-0.0,8.9,-0.05,561.650569,-0.031747,-0.700577,-0.000482,0.904652,-2.156658,-561.650569,0.031747,0.700577,0.000482,1.869631,2.030942,561.650569,0.031747,0.700577,0.000482,1.869631,2.156658,2.156658
I,primera_ejecucion,P2,columna,P. 70x70,col_-0.0_8.9_P2,13,10,12,-0.0,8.9,-0.05,-0.0,8.9,3.91,303.564277,3.806886,0.174861,-0.015981,-0.620185,5.627019,-303.564277,-3.806886,-0.174861,0.015981,-0.072263,9.448248,303.564277,3.806886,0.174861,0.015981,0.620185,9.448248,9.448248
I,primera_ejecucion,P3,columna,P. 70x70,col_-0.0_8.9_P3,15,12,14,-0.0,8.9,3.91,-0.0,8.9,7.87,148.927193,-14.656262,-0.740234,0.025136,1.284407,-27.028161,-148.927193,14.656262,0.740234,-0.025136,1.646919,-31.010637,148.927193,14.656262,0.740234,0.025136,1.646919,31.010637,31.010637
I,primera_ejecucion,P1,columna,P. 70x70,col_-0.0_16.15_P1,18,16,17,-0.0,16.15,-4.01,-0.0,16.15,-0.05,95.82055,6.05129,-0.999315,-0.000482,1.298987,5.874834,-95.82055,-6.05129,0.999315,0.000482,2.658299,18.088273,95.82055,6.05129,0.999315,0.000482,2.658299,18.088273,18.088273
I,primera_ejecucion,P2,columna,P. 70x70,col_-0.0_16.15_P2,20,17,19,-0.0,16.15,-0.05,-0.0,16.15,3.91,148.214733,7.671536,-1.106928,-0.015981,1.46611,18.816614,-148.214733,-7.671536,1.106928,0.015981,2.917325,11.562667,148.214733,7.671536,1.106928,0.015981,2.917325,18.816614,18.816614
I,primera_ejecucion,P3,columna,P. 70x70,col_-0.0_16.15_P3,22,19,21,-0.0,16.15,3.91,-0.0,16.15,7.87,73.842971,-13.358175,-3.916665,0.025136,6.774923,-28.462196,-73.842971,13.358175,3.916665,-0.025136,8.73507,-24.436175,73.842971,13.358175,3.916665,0.025136,8.73507,28.462196,28.462196
I,primera_ejecucion,P1,columna,P. 70x70,col_10.0_8.9_P1,25,23,24,10.0,8.9,-4.01,10.0,8.9,-0.05,1269.817658,-6.084481,-0.782477,-0.000482,1.01536,-10.146267,-1269.817658,6.084481,0.782477,0.000482,2.08325,-13.948276,1269.817658,6.084481,0.782477,0.000482,2.08325,13.948276,13.948276
I,primera_ejecucion,P2,columna,P. 70x70,col_10.0_8.9_P2,27,24,26,10.0,8.9,-0.05,10.0,8.9,3.91,792.352955,27.204755,0.178418,-0.015981,-0.435877,28.522598,-792.352955,-27.204755,-0.178418,0.015981,-0.270657,79.208232,792.352955,27.204755,0.178418,0.015981,0.435877,79.208232,79.208232
I,primera_ejecucion,P3,columna,P. 70x70,col_10.0_8.9_P3,29,26,28,10.0,8.9,3.91,10.0,8.9,7.87,399.821346,80.370487,-1.494818,0.025136,1.865254,137.281944,-399.821346,-80.370487,1.494818,-0.025136,4.054225,180.985185,399.821346,80.370487,1.494818,0.025136,4.054225,180.985185,180.985185
I,primera_ejecucion,P1,columna,P. 70x70,col_10.0_16.15_P1,32,30,31,10.0,16.15,-4.01,10.0,16.15,-0.05,783.952768,-7.219631,-1.601184,-0.000482,2.096053,-11.642782,-783.952768,7.219631,1.601184,0.000482,4.244636,-16.946959,783.952768,7.219631,1.601184,0.000482,4.244636,16.946959,16.946959
I,primera_ejecucion,P2,columna,P. 70x70,col_10.0_16.15_P2,34,31,33,10.0,16.15,-0.05,10.0,16.15,3.91,549.606347,29.1382,-1.906907,-0.015981,3.397444,29.634995,-549.606347,-29.1382,1.906907,0.015981,4.153907,85.752277,549.606347,29.1382,1.906907,0.015981,4.153907,85.752277,85.752277
I,primera_ejecucion,P3,columna,P. 70x70,col_10.0_16.15_P3,36,33,35,10.0,16.15,3.91,10.0,16.15,7.87,245.374888,60.05751,-6.267588,0.025136,9.837245,114.30012,-245.374888,-60.05751,6.267588,-0.025136,14.982402,123.527619,245.374888,60.05751,6.267588,0.025136,14.982402,123.527619,123.527619
I,primera_ejecucion,P1,columna,P. 70x70,col_10.0_-0.0_P1,39,37,38,10.0,-0.0,-4.01,10.0,-0.0,-0.05,898.774605,-5.299146,0.338905,-0.000482,-0.464864,-9.111939,-898.774605,5.299146,-0.338905,0.000482,-0.877198,-11.87268,898.774605,5.299146,0.338905,0.000482,0.877198,11.87268,11.87268
I,primera_ejecucion,P2,columna,P. 70x70,col_10.0_-0.0_P2,41,38,40,10.0,-0.0,-0.05,10.0,-0.0,3.91,570.21662,19.252452,2.57227,-0.015981,-5.075986,18.990203,-570.21662,-19.252452,-2.57227,0.015981,-5.110202,57.249507,570.21662,19.252452,2.57227,0.015981,5.110202,57.249507,57.249507
I,primera_ejecucion,P3,columna,P. 70x70,col_10.0_-0.0_P3,43,40,42,10.0,-0.0,3.91,10.0,-0.0,7.87,282.134951,48.067624,5.713122,0.025136,-9.328887,83.37762,-282.134951,-48.067624,-5.713122,-0.025136,-13.295074,106.970171,282.134951,48.067624,5.713122,0.025136,13.295074,106.970171,106.970171
I,primera_ejecucion,P1,columna,P. 70x70,col_20.0_0.0_P1,46,44,45,20.0,0.0,-4.01,20.0,0.0,-0.05,1008.192385,-2.038611,0.358109,-0.000482,-0.487615,-4.808032,-1008.192385,2.038611,-0.358109,0.000482,-0.930498,-3.264868,1008.192385,2.038611,0.358109,0.000482,0.930498,4.808032,4.808032
I,primera_ejecucion,P2,columna,P. 70x70,col_20.0_0.0_P2,48,45,47,20.0,0.0,-0.05,20.0,0.0,3.91,681.721383,1.526063,3.25885,-0.015981,-5.926727,-0.104724,-681.721383,-1.526063,-3.25885,0.015981,-6.978318,6.147933,681.721383,1.526063,3.25885,0.015981,6.978318,6.147933,6.978318
I,primera_ejecucion,P3,columna,P. 70x70,col_20.0_0.0_P3,50,47,49,20.0,0.0,3.91,20.0,0.0,7.87,345.18317,-16.044326,7.750772,0.025136,-13.201922,-28.952893,-345.18317,16.044326,-7.750772,-0.025136,-17.491137,-34.582636,345.18317,16.044326,7.750772,0.025136,17.491137,34.582636,34.582636
I,primera_ejecucion,P2,columna,P. 70x70,col_20.0_16.15_P2,53,51,52,20.0,16.15,-0.05,20.0,16.15,3.91,780.212767,-15.341219,-2.326313,-0.015981,3.82082,-17.000055,-780.212767,15.341219,2.326313,0.015981,5.391381,-43.751172,780.212767,15.341219,2.326313,0.015981,5.391381,43.751172,43.751172
I,primera_ejecucion,P3,columna,P. 70x70,col_20.0_16.15_P3,55,52,54,20.0,16.15,3.91,20.0,16.15,7.87,380.661919,-6.534101,-6.167046,0.025136,10.166882,-44.391422,-380.661919,6.534101,6.167046,-0.025136,14.254621,18.516383,380.661919,6.534101,6.167046,0.025136,14.254621,44.391422,44.391422
I,primera_ejecucion,P1,columna,P. 70x70,col_20.0_16.15_base_P1,57,56,51,20.0,16.15,-4.01,20.0,16.15,-0.05,1013.174513,1.930204,-1.441233,-0.000482,1.887517,0.435001,-1013.174513,-1.930204,1.441233,0.000482,3.819765,7.208608,1013.174513,1.930204,1.441233,0.000482,3.819765,7.208608,7.208608
I,primera_ejecucion,P2,columna,P. 70x70,col_20.0_8.9_P2,60,58,59,20.0,8.9,-0.05,20.0,8.9,3.91,994.329218,-6.060698,0.224165,-0.015981,-0.755242,-7.180642,-994.329218,6.060698,-0.224165,0.015981,-0.132453,-16.819721,994.329218,6.060698,0.224165,0.015981,0.755242,16.819721,16.819721
I,primera_ejecucion,P3,columna,P. 70x70,col_20.0_8.9_P3,62,59,61,20.0,8.9,3.91,20.0,8.9,7.87,492.915578,-21.488784,0.368502,0.025136,-0.617244,-49.289849,-492.915578,21.488784,-0.368502,-0.025136,-0.842025,-35.805737,492.915578,21.488784,0.368502,0.025136,0.842025,49.289849,49.289849
I,primera_ejecucion,P1,columna,P. 70x70,col_20.0_8.9_base_P1,64,63,58,20.0,8.9,-4.01,20.0,8.9,-0.05,1471.711904,0.133063,-0.524998,-0.000482,0.678087,-1.939109,-1471.711904,-0.133063,0.524998,0.000482,1.400906,2.466039,1471.711904,0.133063,0.524998,0.000482,1.400906,2.466039,2.466039
I,primera_ejecucion,P2,columna,P. 70x70,col_30.0_16.15_P2,67,65,66,30.0,16.15,-0.05,30.0,16.15,3.91,705.04534,-3.482595,-3.513656,-0.015981,5.46923,-7.316422,-705.04534,3.482595,3.513656,0.015981,8.444847,-6.474657,705.04534,3.482595,3.513656,0.015981,8.444847,7.316422,8.444847
I,primera_ejecucion,P3,columna,P. 70x70,col_30.0_16.15_P3,69,66,68,30.0,16.15,3.91,30.0,16.15,7.87,383.028064,-39.428267,-7.575722,0.025136,13.291002,-66.188589,-383.028064,39.428267,7.575722,-0.025136,16.708856,-89.947348,383.028064,39.428267,7.575722,0.025136,16.708856,89.947348,89.947348
I,primera_ejecucion,P1,columna,P. 70x70,col_30.0_16.15_base_P1,71,70,65,30.0,16.15,-4.01,30.0,16.15,-0.05,939.082381,-2.592333,-1.441402,-0.000482,1.890339,-5.534748,-939.082381,2.592333,1.441402,0.000482,3.817614,-4.730892,939.082381,2.592333,1.441402,0.000482,3.817614,5.534748,5.534748
I,primera_ejecucion,P2,columna,P. 70x70,col_30.0_8.9_P2,74,72,73,30.0,8.9,-0.05,30.0,8.9,3.91,987.539826,0.500182,-0.245505,-0.015981,-0.24637,-2.723475,-987.539826,-0.500182,0.245505,0.015981,1.218569,4.704195,987.539826,0.500182,0.245505,0.015981,1.218569,4.704195,4.704195
I,primera_ejecucion,P3,columna,P. 70x70,col_30.0_8.9_P3,76,73,75,30.0,8.9,3.91,30.0,8.9,7.87,499.442108,-8.68942,-0.406996,0.025136,0.915966,-19.531133,-499.442108,8.68942,0.406996,-0.025136,0.69574,-14.87897,499.442108,8.68942,0.406996,0.025136,0.915966,19.531133,19.531133
I,primera_ejecucion,P1,columna,P. 70x70,col_30.0_8.9_base_P1,78,77,72,30.0,8.9,-4.01,30.0,8.9,-0.05,1461.944987,-3.051175,-0.379553,-0.000482,0.488698,-6.142303,-1461.944987,3.051175,0.379553,0.000482,1.014332,-5.940349,1461.944987,3.051175,0.379553,0.000482,1.014332,6.142303,6.142303
I,primera_ejecucion,P2,columna,P. 70x70,col_30.0_0.0_P2,81,79,80,30.0,0.0,-0.05,30.0,0.0,3.91,695.267963,3.530258,0.843393,-0.015981,1.125515,7.558791,-695.267963,-3.530258,-0.843393,0.015981,-4.465351,6.421032,695.267963,3.530258,0.843393,0.015981,4.465351,7.558791,7.558791
I,primera_ejecucion,P3,columna,P. 70x70,col_30.0_0.0_P3,83,80,82,30.0,0.0,3.91,30.0,0.0,7.87,350.100503,-7.162836,8.18654,0.025136,-14.674077,-19.601767,-350.100503,7.162836,-8.18654,-0.025136,-17.74462,-8.763064,350.100503,7.162836,8.18654,0.025136,17.74462,19.601767,19.601767
I,primera_ejecucion,P1,columna,P. 70x70,col_30.0_0.0_base_P1,85,84,79,30.0,0.0,-4.01,30.0,0.0,-0.05,1013.027159,1.762887,-2.507758,-0.000482,3.297928,0.209945,-1013.027159,-1.762887,2.507758,0.000482,6.632792,6.771087,1013.027159,1.762887,2.507758,0.000482,6.632792,6.771087,6.771087
I,primera_ejecucion,P2,columna,P. 70x70,col_40.0_16.15_P2,88,86,87,40.0,16.15,-0.05,40.0,16.15,3.91,351.415139,-11.55126,-3.1219,-0.015981,5.030812,-17.016235,-351.415139,11.55126,3.1219,0.015981,7.331911,-28.726755,351.415139,11.55126,3.1219,0.015981,7.331911,28.726755,28.726755
I,primera_ejecucion,P3,columna,P. 70x70,col_40.0_16.15_P3,90,87,89,40.0,16.15,3.91,40.0,16.15,7.87,142.967506,-68.538998,-7.341631,0.025136,12.164678,-116.216214,-142.967506,68.538998,7.341631,-0.025136,16.90818,-155.198216,142.967506,68.538998,7.341631,0.025136,16.90818,155.198216,155.198216
I,primera_ejecucion,P1,columna,P. 70x70,col_40.0_16.15_base_P1,92,91,86,40.0,16.15,-4.01,40.0,16.15,-0.05,527.51534,-1.872012,-1.439739,-0.000482,1.890743,-4.583924,-527.51534,1.872012,1.439739,0.000482,3.810624,-2.829244,527.51534,1.872012,1.439739,0.000482,3.810624,4.583924,4.583924
I,primera_ejecucion,P2,columna,P. 70x70,col_40.0_8.9_P2,95,93,94,40.0,8.9,-0.05,40.0,8.9,3.91,684.723983,-23.136509,-0.549783,-0.015981,0.451295,-31.492861,-684.723983,23.136509,0.549783,0.015981,1.725848,-60.127713,684.723983,23.136509,0.549783,0.015981,1.725848,60.127713,60.127713
I,primera_ejecucion,P3,columna,P. 70x70,col_40.0_8.9_P3,97,94,96,40.0,8.9,3.91,40.0,8.9,7.87,306.61281,-104.825175,-1.057404,0.025136,1.658629,-180.061807,-306.61281,104.825175,1.057404,-0.025136,2.528691,-235.045886,306.61281,104.825175,1.057404,0.025136,2.528691,235.045886,235.045886
I,primera_ejecucion,P1,columna,P. 70x70,col_40.0_8.9_base_P1,99,98,93,40.0,8.9,-4.01,40.0,8.9,-0.05,1041.030821,-1.209474,-0.542524,-0.000482,0.706419,-3.711258,-1041.030821,1.209474,0.542524,0.000482,1.441977,-1.078258,1041.030821,1.209474,0.542524,0.000482,1.441977,3.711258,3.711258
I,primera_ejecucion,P2,columna,P. 70x70,col_40.0_0.0_P2,102,100,101,40.0,0.0,-0.05,40.0,0.0,3.91,479.17562,-11.125064,2.669146,-0.015981,-5.318144,-10.282294,-479.17562,11.125064,-2.669146,0.015981,-5.251676,-33.772961,479.17562,11.125064,2.669146,0.015981,5.318144,33.772961,33.772961
I,primera_ejecucion,P3,columna,P. 70x70,col_40.0_0.0_P3,104,101,103,40.0,0.0,3.91,40.0,0.0,7.87,205.539241,-82.873395,6.281338,0.025136,-10.757047,-140.388672,-205.539241,82.873395,-6.281338,-0.025136,-14.117052,-187.789974,205.539241,82.873395,6.281338,0.025136,14.117052,187.789974,187.789974
I,primera_ejecucion,P1,columna,P. 70x70,col_40.0_0.0_base_P1,106,105,100,40.0,0.0,-4.01,40.0,0.0,-0.05,569.346997,2.902236,0.609333,-0.000482,-0.814032,1.713886,-569.346997,-2.902236,-0.609333,0.000482,-1.598925,9.778968,569.346997,2.902236,0.609333,0.000482,1.598925,9.778968,9.778968
I,primera_ejecucion,P2,columna,P. 70x70,col_45.0_16.15_P2,109,107,108,45.0,16.15,-0.05,45.0,16.15,3.91,323.823628,-11.33434,-1.02242,-0.015981,1.762321,-14.825419,-323.823628,11.33434,1.02242,0.015981,2.286463,-30.058568,323.823628,11.33434,1.02242,0.015981,2.286463,30.058568,30.058568
I,primera_ejecucion,P3,columna,P. 70x70,col_45.0_16.15_P3,111,108,110,45.0,16.15,3.91,45.0,16.15,7.87,261.232518,63.481473,-3.799179,0.025136,5.103753,56.43266,-261.232518,-63.481473,3.799179,-0.025136,9.940995,194.953975,261.232518,63.481473,3.799179,0.025136,9.940995,194.953975,194.953975
I,primera_ejecucion,P1,columna,P. 70x70,col_45.0_16.15_base_P1,113,112,107,45.0,16.15,-4.01,45.0,16.15,-0.05,419.024938,-0.429223,-1.032448,-0.000482,1.354418,-2.679442,-419.024938,0.429223,1.032448,0.000482,2.734075,0.97972,419.024938,0.429223,1.032448,0.000482,2.734075,2.679442,2.734075
I,primera_ejecucion,P2,columna,P. 70x70,col_45.0_8.9_P2,116,114,115,45.0,8.9,-0.05,45.0,8.9,3.91,503.287172,-15.026929,-0.039146,-0.015981,-0.569943,-20.869071,-503.287172,15.026929,0.039146,0.015981,0.724962,-38.637569,503.287172,15.026929,0.039146,0.015981,0.724962,38.637569,38.637569
I,primera_ejecucion,P3,columna,P. 70x70,col_45.0_8.9_P3,118,115,117,45.0,8.9,3.91,45.0,8.9,7.87,377.934909,76.662285,-0.168817,0.025136,0.048095,70.287139,-377.934909,-76.662285,0.168817,-0.025136,0.620418,233.295509,377.934909,76.662285,0.168817,0.025136,0.620418,233.295509,233.295509
I,primera_ejecucion,P1,columna,P. 70x70,col_45.0_8.9_base_P1,120,119,114,45.0,8.9,-4.01,45.0,8.9,-0.05,697.516485,-1.270727,-0.248855,-0.000482,0.320075,-3.792112,-697.516485,1.270727,0.248855,0.000482,0.66539,-1.239967,697.516485,1.270727,0.248855,0.000482,0.66539,3.792112,3.792112
I,primera_ejecucion,P2,columna,P. 70x70,col_45.0_0.0_P2,123,121,122,45.0,0.0,-0.05,45.0,0.0,3.91,377.294385,-6.362512,-1.621077,-0.015981,5.025783,0.854691,-377.294385,6.362512,1.621077,0.015981,1.393681,-26.050239,377.294385,6.362512,1.621077,0.015981,5.025783,26.050239,26.050239
I,primera_ejecucion,P3,columna,P. 70x70,col_45.0_0.0_P3,125,122,124,45.0,0.0,3.91,45.0,0.0,7.87,296.535556,70.321456,4.262531,0.025136,-7.220712,63.264684,-296.535556,-70.321456,-4.262531,-0.025136,-9.65891,215.20828,296.535556,70.321456,4.262531,0.025136,9.65891,215.20828,215.20828
I,primera_ejecucion,P1,columna,P. 70x70,col_45.0_0.0_base_P1,127,126,121,45.0,0.0,-4.01,45.0,0.0,-0.05,537.194798,6.576794,-2.90611,-0.000482,3.827653,6.564302,-537.194798,-6.576794,2.90611,0.000482,7.680545,19.479802,537.194798,6.576794,2.90611,0.000482,7.680545,19.479802,19.479802
I,primera_ejecucion,P2,columna,P.M. 300x300x20,col_18.96_14.79_base_P2,130,129,128,18.96,14.79,-4.01,18.96,14.79,3.91,0.0,-0.060703,0.012964,-0.001731,-0.102679,-0.480767,0.0,0.060703,-0.012964,0.001731,0.0,0.0,0.0,0.060703,0.012964,0.001731,0.102679,0.480767,0.480767
I,primera_ejecucion,P3,columna,V.M. 300x300x5,col_46.35_0.55_base_P3,133,132,131,46.35,0.55,-4.01,46.35,0.55,7.87,0.0,-0.067994,0.008906,0.000608,-0.105798,-0.807765,0.0,0.067994,-0.008906,-0.000608,-0.0,0.0,0.0,0.067994,0.008906,0.000608,0.105798,0.807765,0.807765
I,primera_ejecucion,P3,columna,V.M. 300x300x5,col_46.36_9.32_base_P3,136,135,134,46.36,9.32,-4.01,46.36,9.32,7.87,0.0,-0.068124,0.008906,0.000608,-0.105799,-0.809315,0.0,0.068124,-0.008906,-0.000608,-0.0,0.0,0.0,0.068124,0.008906,0.000608,0.105799,0.809315,0.809315
I,primera_ejecucion,P3,columna,V.M. 300x300x5,col_46.34_16.61_base_P3,139,138,137,46.34,16.61,-4.01,46.34,16.61,7.87,0.0,-0.068233,0.008905,0.000608,-0.105796,-0.810604,0.0,0.068233,-0.008905,-0.000608,-0.0,0.0,0.0,0.068233,0.008905,0.000608,0.105796,0.810604,0.810604
I,primera_ejecucion,P3,columna,V.M. 300x300x5,col_48.68_0.55_base_P3,142,141,140,48.68,0.55,-4.01,48.68,0.55,7.87,0.0,-0.067994,0.00894,0.000608,-0.106209,-0.807765,0.0,0.067994,-0.00894,-0.000608,-0.0,0.0,0.0,0.067994,0.00894,0.000608,0.106209,0.807765,0.807765
I,primera_ejecucion,P3,columna,V.M. 300x300x5,col_48.7_9.32_base_P3,145,144,143,48.7,9.32,-4.01,48.7,9.32,7.87,0.0,-0.068124,0.00894,0.000608,-0.106213,-0.809315,0.0,0.068124,-0.00894,-0.000608,-0.0,0.0,0.0,0.068124,0.00894,0.000608,0.106213,0.809315,0.809315
I,primera_ejecucion,P3,columna,V.M. 300x300x5,col_48.9_16.61_base_P3,148,147,146,48.9,16.61,-4.01,48.9,16.61,7.87,0.0,-0.068233,0.008943,0.000608,-0.106248,-0.810604,0.0,0.068233,-0.008943,-0.000608,-0.0,0.0,0.0,0.068233,0.008943,0.000608,0.106248,0.810604,0.810604
I,primera_ejecucion,P3,columna,V.M. 300x300x5,col_20.38_18.28_base_P3,151,150,149,20.38,18.28,-4.01,20.38,18.28,7.87,0.0,-0.068257,0.008519,0.000608,-0.101207,-0.810899,0.0,0.068257,-0.008519,-0.000608,-0.0,0.0,0.0,0.068257,0.008519,0.000608,0.101207,0.810899,0.810899
I,primera_ejecucion,P3,columna,V.M. 300x300x5,col_30.4_18.37_base_P3,154,153,152,30.4,18.37,-4.01,30.4,18.37,7.87,0.0,-0.068259,0.008668,0.000608,-0.102979,-0.810915,0.0,0.068259,-0.008668,-0.000608,-0.0,0.0,0.0,0.068259,0.008668,0.000608,0.102979,0.810915,0.810915
I,primera_ejecucion,P3,columna,P.M.I.,col_47.78_-0.6_base_P3,157,156,155,47.78,-0.6,-4.01,47.78,-0.6,7.87,0.0,-0.067977,0.008927,0.000608,-0.10605,-0.807562,0.0,0.067977,-0.008927,-0.000608,-0.0,0.0,0.0,0.067977,0.008927,0.000608,0.10605,0.807562,0.807562
I,primera_ejecucion,P3,columna,P.M.I.,col_47.89_8.3_base_P3,160,159,158,47.89,8.3,-4.01,47.89,8.3,7.87,0.0,-0.068109,0.008928,0.000608,-0.10607,-0.809135,0.0,0.068109,-0.008928,-0.000608,0.0,0.0,0.0,0.068109,0.008928,0.000608,0.10607,0.809135,0.809135
I,primera_ejecucion,P3,columna,P.M.I.,col_47.82_15.51_base_P3,163,162,161,47.82,15.51,-4.01,47.82,15.51,7.87,0.0,-0.068216,0.008927,0.000608,-0.106057,-0.810409,0.0,0.068216,-0.008927,-0.000608,-0.0,-0.0,0.0,0.068216,0.008927,0.000608,0.106057,0.810409,0.810409
I,primera_ejecucion,P3,columna,P.M.I.,col_50.58_-0.6_base_P3,166,165,164,50.58,-0.6,-4.01,50.58,-0.6,7.87,0.0,-0.067977,0.008968,0.000608,-0.106545,-0.807562,0.0,0.067977,-0.008968,-0.000608,-0.0,0.0,0.0,0.067977,0.008968,0.000608,0.106545,0.807562,0.807562
I,primera_ejecucion,P3,columna,P.M.I.,col_50.82_8.61_base_P3,169,168,167,50.82,8.61,-4.01,50.82,8.61,7.87,0.0,-0.068114,0.008972,0.000608,-0.106588,-0.80919,0.0,0.068114,-0.008972,-0.000608,0.0,-0.0,0.0,0.068114,0.008972,0.000608,0.106588,0.80919,0.80919
I,primera_ejecucion,P3,columna,P.M.I.,col_50.71_15.85_base_P3,172,171,170,50.71,15.85,-4.01,50.71,15.85,7.87,0.0,-0.068221,0.00897,0.000608,-0.106568,-0.810469,0.0,0.068221,-0.00897,-0.000608,-0.0,0.0,0.0,0.068221,0.00897,0.000608,0.106568,0.810469,0.810469
I,primera_ejecucion,P3,columna,P.M.I.,col_20.5_20.72_base_P3,175,174,173,20.5,20.72,-4.01,20.5,20.72,7.87,0.0,-0.068294,0.008521,0.000608,-0.101229,-0.81133,0.0,0.068294,-0.008521,-0.000608,-0.0,0.0,0.0,0.068294,0.008521,0.000608,0.101229,0.81133,0.81133
I,primera_ejecucion,P3,columna,P.M.I.,col_30.51_20.66_base_P3,178,177,176,30.51,20.66,-4.01,30.51,20.66,7.87,0.0,-0.068293,0.00867,0.000608,-0.102998,-0.811319,0.0,0.068293,-0.00867,-0.000608,-0.0,0.0,0.0,0.068293,0.00867,0.000608,0.102998,0.811319,0.811319
I,primera_ejecucion,P4,columna,P. 70x70,col_0.0_0.181_base_P4,181,180,179,0.0,0.181,-4.01,0.0,0.181,11.83,51.956925,-2.960044,-8.740642,-4.444986,50.087858,-23.441341,-51.956925,2.960044,8.740642,4.444986,88.363918,-23.445758,51.956925,2.960044,8.740642,4.444986,88.363918,23.445758,88.363918
I,primera_ejecucion,P4,columna,P. 70x70,col_10.0_0.181_base_P4,184,183,182,10.0,0.181,-4.01,10.0,0.181,11.83,142.854739,0.032359,-14.579847,-4.444986,86.90537,-7.641455,-142.854739,-0.032359,14.579847,4.444986,144.039405,8.154014,142.854739,0.032359,14.579847,4.444986,144.039405,8.154014,144.039405
I,primera_ejecucion,P4,columna,P. 70x70,col_30.0_0.181_base_P4,187,186,185,30.0,0.181,-4.01,30.0,0.181,11.83,103.483058,-1.294209,-20.904842,-4.444986,132.274368,-14.645729,-103.483058,1.294209,20.904842,4.444986,198.858323,-5.854534,103.483058,1.294209,20.904842,4.444986,198.858323,14.645729,198.858323
I,primera_ejecucion,P4,columna,P. 70x70,col_20.0_0.181_base_P4,190,189,188,20.0,0.181,-4.01,20.0,0.181,11.83,109.985729,-3.817688,-19.281445,-4.444986,117.716324,-27.969702,-109.985729,3.817688,19.281445,4.444986,187.701773,-32.50248,109.985729,3.817688,19.281445,4.444986,187.701773,32.50248,187.701773
I,primera_ejecucion,P4,columna,P. 70x70,col_40.0_0.181_base_P4,193,192,191,40.0,0.181,-4.01,40.0,0.181,11.83,53.899988,-5.67539,-19.457235,-4.444986,130.617515,-37.778365,-53.899988,5.67539,19.457235,4.444986,177.585079,-52.119805,53.899988,5.67539,19.457235,4.444986,177.585079,52.119805,177.585079
I,primera_ejecucion,P4,columna,P. 70x70,col_45.0_0.181_base_P4,196,195,194,45.0,0.181,-4.01,45.0,0.181,11.83,87.070182,2.74589,-18.375624,-4.444986,127.899868,6.685993,-87.070182,-2.74589,18.375624,4.444986,163.170014,36.808909,87.070182,2.74589,18.375624,4.444986,163.170014,36.808909,163.170014
I,primera_ejecucion,P4,columna,P. 70x70,col_0.0_9.081_base_P4,199,198,197,0.0,9.081,-4.01,0.0,9.081,11.83,255.751611,-1.986795,19.861944,-4.444986,-100.933798,-12.974587,-255.751611,1.986795,-19.861944,4.444986,-213.679394,-18.49624,255.751611,1.986795,19.861944,4.444986,213.679394,18.49624,213.679394
I,primera_ejecucion,P4,columna,P. 70x70,col_10.0_9.081_base_P4,202,201,200,10.0,9.081,-4.01,10.0,9.081,11.83,714.158552,9.741191,30.355306,-4.444986,-150.352234,48.949175,-714.158552,-9.741191,-30.355306,4.444986,-330.475805,105.351285,714.158552,9.741191,30.355306,4.444986,330.475805,105.351285,330.475805
I,primera_ejecucion,P4,columna,P. 70x70,col_20.0_9.081_base_P4,205,204,203,20.0,9.081,-4.01,20.0,9.081,11.83,1028.733711,-2.000433,37.658566,-4.444986,-182.926935,-13.046596,-1028.733711,2.000433,-37.658566,4.444986,-413.584745,-18.640256,1028.733711,2.000433,37.658566,4.444986,413.584745,18.640256,413.584745
