nodo,direccion,desplazamiento_m
239,comp_5,0.00022392773266193051
240,comp_0,0.0
240,comp_1,0.0
240,comp_2,0.0
240,comp_3,0.0
240,comp_4,0.0
240,comp_5,0.0
242,comp_0,0.00018991695842977786
242,comp_1,0.013243580919626276
242,comp_2,0.0
242,comp_3,-0.0012541269810252156
242,comp_4,1.7984560457364657e-05
242,comp_5,0.00022392773266193051
243,comp_0,0.0
243,comp_1,0.0
243,comp_2,0.0
243,comp_3,0.0
243,comp_4,0.0
243,comp_5,0.0
245,comp_0,-0.00027361344818041793
245,comp_1,0.01248670518322895
245,comp_2,0.0
245,comp_3,-0.001182453142351226
245,comp_4,-2.5910364411025228e-05
245,comp_5,0.00022392773266193051
246,comp_0,0.0
246,comp_1,0.0
246,comp_2,0.0
246,comp_3,0.0
246,comp_4,0.0
246,comp_5,0.0
248,comp_0,-0.0011088638910094185
248,comp_1,0.006389153022844584
248,comp_2,0.0
248,comp_3,-0.000605033430193616
248,comp_4,-0.00010500605028498426
248,comp_5,0.00022392773266193051
249,comp_0,0.0
