nodo,direccion,valor_kN
191,comp_4,1.0658141036401503e-13
191,comp_5,7.882477676991617
192,comp_0,-12.40770755098408
192,comp_1,-34.979447720136754
192,comp_2,33.96668061255114
192,comp_3,234.62149648089135
192,comp_4,-82.38928460252549
192,comp_5,-7.882477676992771
194,comp_0,-9.729111915195253
194,comp_1,34.35927330333471
194,comp_2,9.71454028331209e-11
194,comp_3,-7.503331289626658e-12
194,comp_4,-6.394884621840902e-13
194,comp_5,7.882477676991617
195,comp_0,9.729111915182504
195,comp_1,-34.35927330333471
195,comp_2,249.04403880162087
195,comp_3,236.6550413359293
195,comp_4,34.49312217883407
195,comp_5,-7.882477676992771
197,comp_0,4.782664434521015
197,comp_1,-43.91784010687033
197,comp_2,-1.3224621397966985e-10
197,comp_3,2.4101609596982598e-11
197,comp_4,9.947598300641403e-14
197,comp_5,7.882477676976608
198,comp_0,-4.782664434699503
198,comp_1,43.91784010687033
198,comp_2,561.5808768805304
198,comp_3,-224.42070945172767
198,comp_4,-32.6806998677031
198,comp_5,-7.882477676992771
200,comp_0,-14.981662770339165
200,comp_1,-56.59017536285565
200,comp_2,-2.4556356947869062e-11
200,comp_3,5.911715561524034e-11
200,comp_4,-8.704148513061227e-13
200,comp_5,7.882477676976608
201,comp_0,14.981662770160678
201,comp_1,56.59017536285565
201,comp_2,1248.875277998406
201,comp_3,-280.7145080518248
201,comp_4,71.67494777395866
201,comp_5,-7.882477676992771
203,comp_0,5.105508595657957
203,comp_1,-62.32774051198935
203,comp_2,3.261675374233164e-10
203,comp_3,-8.86757334228605e-11
203,comp_4,-2.4513724383723456e-13
203,comp_5,7.882477676976608
204,comp_0,-5.105508595836445
204,comp_1,62.32774051198935
204,comp_2,1701.9167277147553
204,comp_3,-300.39272048774524
204,comp_4,-34.38531703850615
204,comp_5,-7.882477676992771
206,comp_0,0.5162364619086881
206,comp_1,-55.907860764945994
206,comp_2,-1.8383161659585312e-10
206,comp_3,7.003109203651547e-11
206,comp_4,-3.126388037344441e-13
206,comp_5,7.882477676976608
207,comp_0,-0.5162364620871753
207,comp_1,55.907860764945994
207,comp_2,1653.1157183043456
207,comp_3,-255.87962387185095
207,comp_4,-10.15396017231001
207,comp_5,-7.882477676992771
209,comp_0,23.070528623400392
209,comp_1,-41.7165802580583
209,comp_2,-7.770495358272456e-11
209,comp_3,3.9108272176235914e-11
209,comp_4,1.2363443602225743e-12
209,comp_5,7.882477676976608
210,comp_0,-23.070528623578877
210,comp_1,41.7165802580583
210,comp_2,811.9484765292059
210,comp_3,-170.3335312439785
210,comp_4,-129.2406227849862
210,comp_5,-7.882477676992771
212,comp_0,-40.634751604699254
212,comp_1,-38.09987478494445
212,comp_2,1.447233444196172e-10
212,comp_3,3.433342499192804e-11
212,comp_4,8.242295734817162e-13
212,comp_5,7.882477676976608
213,comp_0,40.634751604520766
213,comp_1,38.09987478494445
213,comp_2,1731.7976443388375
213,comp_3,-145.92926057018465
213,comp_4,207.12325681937992
213,comp_5,-7.882477676992771
215,comp_0,-0.025422700980261982
215,comp_1,0.706958931112466
215,comp_2,0.0
215,comp_3,-1.7763568394002505e-15
215,comp_4,-1.3455903058456897e-13
215,comp_5,7.882477676992771
216,comp_0,0.025422700980261982
216,comp_1,-0.706958931112466
216,comp_2,0.0
216,comp_3,11.198229468821463
216,comp_4,0.40269558352748436
